"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Arab World","ARB","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","134.772340547077","135.343859063435","136.030213847348","135.898025496962","135.721825803496","135.387563208662","134.66121369248","133.779002362675","131.298707987177","128.852210058815","126.533802209776","124.318305615749","122.271110552","120.012108840033","117.734781402663","115.377230436177","112.928421596245","110.411372786332","106.545709195446","102.733960919864","99.0047799148503","95.3826011670474","91.8032298938361","88.8801063838431","85.9386720525689","82.9752394703583","79.9449523752545","76.9110335220479","74.8494097806462","72.8193825254691","71.1396485588337","69.0682919807749","67.3323808151355","65.348865679716","63.3730943091346","61.2398811110792","59.2608901292399","57.2691479526574","56.2542777795353","55.281520780045","54.3460477107588","53.3094073918253","52.2977427006233","51.8978243354327","51.5383844945019","51.212963010276","50.8396013010039","50.5195394723667","50.3052866037677","50.1192054352229","49.9668965278574","49.8668909306727","49.7908256204114","49.3449632525671","48.8536646484314","48.2797370085637","47.5054891319396","46.6888514563624","","",
"Arab World","ARB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","3127460","3126440","3128570","3128840","3130980","3130890","3136780","3139750","3146300","3153840","3179440","3184910","3183200","3189790","3185730","3194140","3196000","3201430","3202930","3213530","3171595.99975586","3174293.3996582","3180167.39990234","3235683.59985352","3282938.00048828","3331758.00048828","3386710","3436840","3487488.00048828","3543041.99951172","3554814.00024414","3566269.79980469","3646870","3722690","3791120","3863364.59960938","3929959.19921875","4012316.20117188","4081785","4079651.99999809","4079200.99978447","4086271.00024223","4091501.99216843","4099105.99986076","4105416.9998455","4099677.50035286","4100239.99937058","4091119.59887505","4085634.59662437","4091667.00677872","4775446.90179825","4778943.37739944","4785734.43078995","4793847.43120193","4795791.51102066","4794229.05450821","","","",
"Arab World","ARB","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.404841454366503","0.393203557390105","0.384080830662256","0.376714352438364","0.370221277005275","0.35791504736718","0.349799170171768","0.338134959717749","0.330089239504683","0.32275986635451","0.323598226497334","0.311526262574463","0.303433185088648","0.297884481616841","0.289046189327725","0.283715917341068","0.27330307214133","0.266022755468296","0.256810103943671","0.248050011460956","0.242317042222459","0.235833345008412","0.227512831332558","0.223349585462681","0.218320159078709","0.21357423405149","0.2099831013419","0.204591968507751","0.199694462156228","0.19569416443257","0.193862358985185","0.19439533772038","0.193636422569954","0.186415847269481","0.179418121126309","0.175863339789571","0.170703876483344","0.167188309494947","0.162999709045199","0.156122375902167","0.152142883873659","0.150223487964507","0.148339798358966","0.142879859143681","0.139780016894348","0.134372656891676","0.130917623473523","0.124719552404978","0.120236405117324","0.118195777618435","0.158975867824609","0.15646735617123","0.154007901851756","0.152613476543411","0.150114079287964","0.146804785853435","","","",
"Arab World","ARB","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","47.7900762443202","47.5583909234051","47.3276028782494","47.0916157161144","46.8442086502298","46.577097533659","46.2829111587855","45.9605501095967","45.6113724512724","45.2371626559967","44.8436223222851","44.4403533626901","44.0386533499156","43.6478300615661","43.2748466983614","42.92493374498","42.600631479287","42.2929046417895","41.9899250283115","41.6805135710818","41.349834891641","40.9835324320956","40.5702382236439","40.1000701585171","39.5678431423595","38.9689751376062","38.3028689748736","37.5805481305163","36.8177039439411","36.0297903622643","35.3180711524051","34.5218833536289","33.8345819620063","33.0478361697803","32.2864322751781","31.5017454938605","30.8345908991115","30.2171720476836","29.649744761881","29.1436814075019","28.709114781013","28.347762234356","28.0589190046731","27.8307787113472","27.6578315133665","27.537710957561","27.4772784922159","27.4607257557793","27.4629957002944","27.4959997120699","27.5134353503218","27.4848673080568","27.3892982930405","27.2114447175182","26.9407807420078","26.5769912639269","26.1348032451146","25.6480150032594","","",
"Arab World","ARB","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","474880","505098","531470","541412","593475","591828","694322","640424","614804","634609","687642","704721","752750","921488","898963","864249","934355","905199","910069.9","938276.8","987376.1","1038654.1","1032889.6","1179314.249","1199784.836","1276060.02","1420378.571","1422105.06","1575689.66","1489955.32","1535503.06","1588588.55","1569900.81","1677432.35","1884931.51","2023076.72","1792001.81","2006436.5","1984901.7","2060476.93","2211078.93","2569228.6","2466894.47","2512945.22","2590634.1","2676910.1","2478328.4","2480108.3","2491842.65","2760765.11","2745879.8","2610389.4","2974232","3044819.7","3079348.8","3089368","3372284.5","","","",
"Arab World","ARB","CO2 emissions (kt)","EN.ATM.CO2E.KT","59535.3965668244","65119.8211677554","74322.0136113395","87853.7862317295","103146.744008786","123768.755322085","139012.387595124","149659.083348761","178719.206389615","213029.302422699","220469.515719865","250795.355519852","272741.783499954","318446.999109467","310771.986181621","307638.878609738","373316.73780395","395094.403549501","425706.405399379","455940.526593631","508535.643865904","497257.924104816","476720.293908793","508407.237817876","554637.08385219","586804.633255321","648157.043003105","649426.428506467","688300.44236089","699383.718677822","671736.062165277","740323.235533382","795658.904744996","877890.137902134","901869.050185308","866641.76809488","862033.825342789","833006.721","906420.061","919932.956","1045762.394","1040650.596","1062153.884","1143168.915","1252559.192","1318345.172","1381941.953","1359855.612","1491970.288","1581327.744","1645558.916","1655808.181","1796962.012","1775095.691","1895700.3207852","","","","","",
"Arab World","ARB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.645735873485164","0.68746537900017","0.76357363420586","0.878237689457416","1.00305334612031","1.17054031568443","1.27817363236919","1.33744355641522","1.55224195812384","1.79866892679026","1.81030782953382","2.00372201868707","2.12087456086429","2.40953292626913","2.28589068301436","2.19678272563374","2.58434244603262","2.64876236752389","2.76233313644763","2.86361432676282","3.09289147272898","2.9302349553399","2.72315442714532","2.81656703424897","2.9813539094216","3.06185035107151","3.28449957232852","3.19780644184875","3.29504279852793","3.25667422435926","3.01695884106493","3.23664487293652","3.41548490914296","3.66944562715241","3.67435820627829","3.42400952386195","3.32830368134896","3.14553220517912","3.34996718461185","3.32834105848749","3.70385708074551","3.60795614877388","3.60461275396345","3.79646741189908","4.06856241498426","4.1856773062337","4.28571918166964","4.11714754949394","4.40894827346949","4.56201512382597","4.63681343868195","4.55946165497788","4.83777959400113","4.67492482250445","4.88698751329195","","","","","",
"Arab World","ARB","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","50539.8027365298","55421.9887940244","64231.948597022","71037.6425448377","65300.1562231355","74549.054249344","86381.7714066837","61839.1598585662","77044.7886373685","78971.6423928286","84414.5454772997","97539.1722002051","98012.6276944038","108028.597025167","114260.592599969","123762.73426261","151814.054744479","183263.978231218","189202.357995664","231905.107414289","244112.184729833","278479.915331982","302071.945694073","340087.852739893","347721.863809145","366003.118201424","402481.212440506","390997.164057964","421415.762010827","414236.855447627","366920.667608786","423133.414501409","461299.799650037","512840.384960372","515659.096739788","508326.041876151","480986.739734395","454564.987","507927.171","516342.936","623760.367","622557.591","599972.538","665714.514","722553.014","724544.195","761925.593","719799.097","799108.973","869251.349","892613.806","868367.602","945007.902","924340.69","998716.648385911","","","","","",
"Arab World","ARB","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","25.3398697385524","29.6809544936323","30.4387022689839","30.5998148506323","32.0303779581212","28.3533744081163","30.5876540580387","33.4871891129776","32.8221495485103","33.0781820674297","36.8843675331125","37.1740197806196","34.8356718275972","39.1130868699777","40.0296455185821","40.4111001904736","38.406036887","41.0565378621973","40.8349923468621","44.4908223653757","43.6760219099291","45.2613962178802","45.9438662599365","45.9040330512224","52.7594300110059","55.744012370799","54.5437727190612","57.9725888380747","57.0780650682411","60.4191230564001","65.2071161749585","66.9329926413788","67.438901243139","69.2192454614549","68.7886936605639","83.3845843955776","75.3949986039217","81.9778300127124","81.3583871388933","81.6964381207777","82.4885690283515","89.3143679749404","94.8781821949346","97.3471961390481","99.6221056358888","107.251553862905","100.566968919023","103.143834032981","110.539398611879","107.662142636196","113.61497265659","113.849708309601","117.826830053319","113.383378082395","","","","","",
"Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","20.1653571613291","19.6810968974661","19.2054199030596","18.7338354226909","18.264036190111","17.7966674082559","17.3359192013855","16.8860401188429","16.4481009501896","16.0192116739171","15.5941208929788","15.1662196295131","14.7311551336267","14.2900494906837","13.847770229801","13.4093450430882","12.9808955640107","12.5657843992873","12.1635385072692","11.7693168796058","11.3771208314083","10.9813547438119","10.5805594800263","10.177896640403","9.78156743456302","9.40189112170122","9.04949999348833","8.73052677346567","8.4483944016536","8.20181028808454","7.97506651102474","7.78134194779792","7.64350931228954","7.46478849604044","7.29060697048979","7.09282849664989","6.9349279896974","6.78848851912288","6.65903038452038","6.54340160406326","6.44095917557408","6.34860953873927","6.26257421674705","6.17892324957462","6.09449171222654","6.00984956298096","5.92690549079323","5.84855668756672","5.78020753049118","5.72530025628249","5.68165740677503","5.64435324686684","5.60853392993795","5.57131092974662","5.53223521324715","5.49165625851344","5.45121783938498","5.41347319289088","","",
