"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Brazil","BRA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.22961","114.19943","109.36661","100.68465","","","","","","","","","","","","","","","",
"Brazil","BRA","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","4",
"Brazil","BRA","Unemployment with advanced education (% of total labor force with advanced education)","SL.UEM.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.39930009841919","2.98230004310608","3.34730005264282","3.62360000610352","4.22809982299805","","3.69479990005493","3.53670001029968","4.05569982528687","3.61829996109009","3.95260000228882","3.70269989967346","3.83340001106262","3.84770011901855","3.91230010986328","","3.5239999294281","1.07720005512238","1.38129997253418","1.24810004234314","5.07079982757568","6.32910013198853","7.01579999923706","6.85930013656616","",
"Brazil","BRA","Wholesale price index (2010 = 100)","FP.WPI.TOTL","1.65503371413424E-13","2.2894299504678E-13","3.5081911742143E-13","6.09180486833538E-13","1.16732909980406E-12","1.76450208692066E-12","2.41370757291071E-12","3.02629018469487E-12","3.75454504398352E-12","4.50961665269562E-12","5.50503838122441E-12","6.6060460574693E-12","7.8340930809732E-12","9.1468330026498E-12","1.18146592950893E-11","1.50329894256513E-11","2.10817662360918E-11","2.96459249066026E-11","4.11949374931293E-11","6.39742158491144E-11","1.33866250514271E-10","2.85204274241834E-10","5.50874009152036E-10","1.47290426560509E-09","4.95395917450199E-09","1.63002707696252E-08","4.34673887190005E-08","1.41269013336752E-07","1.10841841233451E-06","1.60104881781652E-05","0.000448293668988626","0.00226240513717611","0.0245579849229487","0.527546098627216","12.5502983941601","19.9251808268947","21.1067250615441","24.4982434171623","26.3978936129347","30.9586571631225","37.5102650073273","43.8648149576469","53.3698714662287","69.7403463560925","73.8068772146328","72.0197451102269","69.3764773670766","78.856580266686","95.9765708296848","93.644996347699","100","117.645679925351","129.40772231019","135.716176139208","140.62750008696","153.055153525189","184.298433064591","","","",
"British Virgin Islands","VGB","Machinery and transport equipment (% of value added in manufacturing)","NV.MNF.MTRN.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Merchandise imports from high-income economies (% of total merchandise imports)","TM.VAL.MRCH.HI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Net bilateral aid flows from DAC donors, European Union institutions (current US$)","DC.DAC.CECL.CD","","","","","","","","","","","","","","","","","","","","","350000","10000","","390000","90000","80000","","20000","","","580000","620000","40000","470000","-60000","1080000","90000","790000","240000","50000","3760000","2550000","-450000","-640000","-680000","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Nitrous oxide emissions (% change from 1990)","EN.ATM.NOXE.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8833117203735","4.68684720270425","2.78291726124913","4.90659403265274","4.98472623885666","7.8864695637076","7.40899497023924","18.6654585112559","18.8336597885005","14.8575986283457","14.0187625811842","13.952567239817","16.6269675480052","19.1950212421936","18.4115288410932","19.9747155499368","23.030010363369","25.5400074876698","27.9338914721952","30.3272328719554","31.630505200675","32.9337775293945","","","","","","","",
"British Virgin Islands","VGB","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.KT.CE","","","","","","","","","","","4.4981","3.954391","4.278651","4.374813","4.519707","4.637321","4.709148","4.797994","4.88994","4.970013","5.143799","5.48359","5.778431","6.083998","6.212493","6.354194","6.534087","4.253262","5.823071","5.829953","5.713393","5.820994","5.981171","5.872392","5.993726","5.99819","6.163978","6.136698","6.779824","6.789434","6.562266","6.51434","6.510558","6.663357","6.81008","6.765316","6.854627","7.029188","7.172594","7.309366","7.446107","7.52056807","7.59502914","","","","","","","",
"British Virgin Islands","VGB","Out-of-pocket expenditure per capita, PPP (current international $)","SH.XPD.OOPC.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Population ages 25-29, female (% of female population)","SP.POP.2529.FE.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Time spent dealing with the requirements of government regulations (% of senior management time)","IC.GOV.DURS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Total greenhouse gas emissions (% change from 1990)","EN.ATM.GHGT.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.77804781390259","2.09893186352321","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Total tax and contribution rate (% of profit)","IC.TAX.TOTL.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Transport services (% of commercial service imports)","TM.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.36467132030001","6.86702975926534","6.03201397638731","5.37615761868223","4.52530200889505","3.85059424062381","0.399835180405115","4.74889881100681","3.53839872754278","","",
"Brunei Darussalam","BRN","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","IQ.CPA.ENVR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","5.47028017044067","7.76356983184814","9.68745994567871","2.76511001586914","3.66831994056702","7.72217988967896","6.37505006790161","","9.24283027648926","11.5289897918701","15.2630796432495","17.3092403411865","12.9318895339966","","","","","10.2965097427368","10.464409828186","1.95287001132965","10.2305202484131","2.12122011184692","1.67929005622864","1.1654599905014","","","","","","","","","","","","","","","","","24.37979","","","","31.92166","","18.8945","","","",
"Brunei Darussalam","BRN","Export unit value index (2000 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","98.88665521","87.54342892","105.0627944","126.8125504","182.959499","228.7411663","244.729007","358.7784589","240.480527","266.4115457","351.8430269","377.1335056","358.6601876","333.2824525","215.5088476","155.6754545","197.7426381","256.6227941","",
"Brunei Darussalam","BRN","GNI per capita (current LCU)","NY.GNP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23155.191721878","24663.6337985707","24022.3883400323","24882.0703050838","23551.4642450148","21568.1939099131","22583.9240156977","23678.5261734215","24737.3043807179","21244.3285789487","23901.7810612795","31053.6469917308","29513.1486851315","30171.8806051064","32336.2922560028","37018.9092264761","43449.6264180503","49223.930017312","49478.0659528223","53964.1648722659","40861.7856975405","47737.5297828873","57598.9108126232","58224.6628353163","55358.1540028831","52820.0034653671","45004.0611510531","40260.3620771796","41918.8028449395","45307.8652313242","",
"Brunei Darussalam","BRN","Households and NPISHs Final consumption expenditure per capita growth (annual %)","NE.CON.PRVT.PC.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87610899956027","-4.44658113396699","18.9407840767938","13.9732666369501","-10.2577227318956","-7.20669440967856","8.62770945241833","10.2786688700602","-11.8342136553279","-4.95347724960499","-8.93059045863569","2.10814154488715","-1.25118720478036","13.6755424503305","10.3443231453065","-2.11242507464048","2.28743030628216","0.723396904306455","0.562040103653615","3.76187695583776","0.558020202589859","4.06808104618146","7.21451694407702","4.60757556472171","-4.37825938531191","3.2175219345549","-2.41269258975227","2.92658241305823","1.97388957073004","",
"Brunei Darussalam","BRN","IBRD loans and IDA credits (DOD, current US$)","DT.DOD.MWBG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure","SH.UHC.OOPC.25.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","41","42","21","42","32","34","21","21","21","43","31","26","41","64","75","42","","","11","15","91","","","99","","",
"Brunei Darussalam","BRN","Population ages 10-14, female (% of female population)","SP.POP.1014.FE.5Y","8.09286563314029","8.87665410991983","9.86887667944042","10.9332214468687","11.8548863924318","12.478315245895","12.8316709669966","12.9221328041745","12.8146252541541","12.6140884624386","12.4023717683063","12.3362611312038","12.2386286244222","12.1183602291915","11.9697009896262","11.7752975430352","11.7019437378053","11.6079239720528","11.5673294328804","11.5957965379252","11.6630503023427","11.6503505471956","11.6587933034974","11.6806714252728","11.7001294391295","11.6998772310889","11.4173047824293","11.0690321948264","10.7274317734993","10.4270309856309","10.1647924759763","10.2430265907159","10.2068380026241","10.0776471999041","9.89685622426861","9.70670391061452","9.5930947759766","9.52822257673747","9.55247636590015","9.61611625658777","9.63653172440638","9.63147683041506","9.53680065895933","9.42328918322296","9.32102998940084","9.22079884488172","9.26032490814926","9.25189518426011","9.22251341569949","9.16972592946943","9.08016922544768","8.94052984037401","8.77960932091794","8.61138686431742","8.43887861107158","8.25371949810635","8.01380234838517","7.7638120665708","7.5134914780448","",
"Brunei Darussalam","BRN","Primary government expenditures as a proportion of original approved budget (%)","GF.XPD.BUDG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","School enrollment, preprimary, male (% gross)","SE.PRE.ENRR.MA","","","","","","","","","","","","","","","","","","","16.5884208679199","39.0501899719238","40.4775581359863","39.8618011474609","42.0260581970215","41.8994407653809","42.9181709289551","","44.5204696655273","46.8237991333008","40.6217498779297","45.3089904785156","","47.772331237793","50.1012382507324","57.5852317810059","51.2808685302734","52.2847290039063","54.021541595459","54.3451118469238","51.9749794006348","51.9267387390137","46.25207","48.18182","53.62903","55.98368","58.97977","59.77692","58.61133","58.18412","58.94747","65.97333","67.6225","67.6029","69.45105","68.82793","70.26999","68.59188","67.38898","65.72069","64.48607","",
"Brunei Darussalam","BRN","Textiles and clothing (% of value added in manufacturing)","NV.MNF.TXTL.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)","SG.DMK.SRCR.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","900","900","1000","800","4100","5100","4400","6800","5900","5800","5600","5300","4600","4900","5800","6188","6250","8134","7767","10042","11500","12720","14636","12919","14571","10560","12138","12647","12141","11615","7849","7798","8132","7897","6100","4615","4727","5437","4252","7780","3654","2938","2308","4465","2489","3145","3257","4032","5157","6722.538","7920.617","5527.175","5975.06","12151.65","11171.8","13536.55","15762.16","","","",
"Bulgaria","BGR","Changes in inventories (current US$)","NE.GDI.STKB.CD","","","","","","","","","","","","","","","","","","","","","1137692307.69231","1558571428.57143","1286000000","1017777777.77778","1335611111.11111","990526315.789474","1799470588.23529","1694538461.53846","1727882352.94118","1542388888.88889","892272727.272727","486290322.580645","379381443.298969","252028985.507246","-423745387.453875","86309523.8095238","-514333895.44688","-99292466.8529639","529765962.2813","393480981.66186","307728535.769792","291435895.088571","250409244.10207","478905754.025509","645609802.552219","611396988.755479","1593086641.44167","2361301609.51715","2146275800.17948","365820715.14893","180046026.803845","310771418.414504","365768725.361367","-88965798.0456026","261836928.503595","85468147.8122875","300848416.289593","908383751.08038","1093120096.56005","",
"Bulgaria","BGR","Coverage of unemployment benefits and ALMP in 4th quintile (% of population)","per_lm_alllm.cov_q4_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.61932049762698","","","","","","","","","","","","",
"Bulgaria","BGR","Employment in industry (% of total employment) (modeled ILO estimate)","SL.IND.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1240005493164","40.5359992980957","39.4739990234375","38.4700012207031","37.5519981384277","36.4379997253418","35.7200012207031","34.6839981079102","33.826000213623","32.8330001831055","32.7669982910156","32.6629981994629","32.1300010681152","32.9169998168945","34.242000579834","34.4720001220703","35.5","36.4269981384277","35.2360000610352","32.9790000915527","31.4549999237061","31.32200050354","30.1870002746582","30.1149997711182","29.8950004577637","29.7900009155273","29.8990001678467","29.7870006561279","29.6849994659424",
"Bulgaria","BGR","Gross value added at basic prices (GVA) (current LCU)","NY.GDP.FCST.CN","","","","","","","","","","","","","","","","","","","","","25451700","27141300","29034600","29783300","31620300","32444500","33838400","37743200","40226200","40796600","47308000","123274000","180298000","262766000","452663000","1170000000","1986100000","17196300000","23538300000","22067300000","24511800000","27053900000","30076700000","31664000000","34943700000","39661700000","44859600000","53854100000","61193700000","63359800000","65022500000","70624800000","70988700000","70470700000","72731700000","76550300000","81217600000","87634200000","93512900000","",
"Bulgaria","BGR","Human capital index (HCI), male, lower bound (scale 0-1)","HD.HCI.OVRL.LB.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.622","","",
"Bulgaria","BGR","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)","SH.STA.AIRP.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","",
"Bulgaria","BGR","Net bilateral aid flows from DAC donors, Czech Republic (current US$)","DC.DAC.CZEL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Net errors and omissions (BoP, current US$)","BN.KAC.EOMS.CD","","","","","","","","","","","","","","","","","","","","","151000000","-88000000","6000000","523000000","120000000","599000000","-346000000","-257000000","-486000000","375000000","70000000","232400000","16000000","17700000","70200000","143300000","-106400000","257900000","-299677249.130504","29202577.4674209","34716209.5497443","515100702.41247","-715931246.041144","-889144338.783017","370543484.01911","-1217635857.04931","-985655830.241621","-3052457221.55948","-4228591147.64361","1118380566.43779","1428510000","1008380000","1037520000","-145920000","-1410890000","1838290000","1977110000","-1088380000","-1280980000","",
"Bulgaria","BGR","Net secondary income (Net current transfers from abroad) (current US$)","NY.TRF.NCTR.CD","","","","","","","","","","","","","","","","","","","","","57384615.3846154","88785714.2857143","100000000","106722222.222222","81777777.7777778","71894736.8421053","67058823.5294118","106538461.538462","101176470.588235","76333333.3333333","","69096774.1935484","42809278.3505155","36891304.3478261","166571955.719557","131943452.380952","104391231.028668","236795766.692431","229994773.915019","299695652.173913","289805915.320492","498403442.1202","547400000","695599988.457321","924163481.683703","1016274379.01023","840342653.75489","931826592.022393","1283761217.46934","1329516599.13272","1706346554.75836","1895412157.83861","2065594875.16426","2309020697.61129","1504650793.65079","569112729.539787","-781858088.235294","-1343506136.56007","651910923.355462","",
"Bulgaria","BGR","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.8374243621014","96.838248734189","96.835005884903","96.808894177275","96.7639356134793","96.7194768683012","96.6754962644985","96.632003238326","96.5889935680759","96.709816152216","96.8309634085842","96.9524300901463","97.0742566311588","97.0345580007439","97.0116481886528","96.9892616249367","96.9673381433233","96.9459351944963","","",
"Bulgaria","BGR","Population ages 45-49, female (% of female population)","SP.POP.4549.FE.5Y","6.33478925739768","5.98991350124072","5.49780085475131","4.9987624441062","4.70150195478331","4.72145967724288","5.02717515921568","5.6379629935878","6.3982912750422","7.06520646518295","7.4915055939574","7.69065467756636","7.67470629782717","7.52167585352858","7.35794132790027","7.25639544237886","7.18827003443564","7.16218679517863","7.15186933203668","7.11019493799843","7.01029289927285","6.85628737829173","6.6609001742645","6.4462812119054","6.24879752049556","6.09427031222685","5.98691354365859","5.90907002612539","5.87829847739271","5.91759751123892","6.03691246280676","6.22598472860651","6.50492042862965","6.82277635747922","7.09736547026824","7.27553658423682","7.37089650599012","7.36852003728087","7.29797287598909","7.21521948943993","7.15509157357286","7.10116963477767","7.05751542595862","7.02155348778456","6.98169108283219","6.93016669741267","6.85608616261506","6.77963878887247","6.701197941177","6.62368303627895","6.55201280838688","6.49887198592023","6.46030986467101","6.44250562046064","6.45656715739939","6.50914454835652","6.60811377131443","6.74103255189892","6.89448495816188","",
"Bulgaria","BGR","Population ages 45-49, male (% of male population)","SP.POP.4549.MA.5Y","6.51140002351961","6.13661631979762","5.60582633008484","5.06265954317743","4.72427154602645","4.71240405479649","4.99009134028779","5.5798947816614","6.32596673900148","6.98692064014832","7.41738977896772","7.63815529103306","7.65579836652373","7.53832132444714","7.4033512866547","7.32138068245633","7.25621889183678","7.23097316979136","7.21903523584835","7.1726927490072","7.064674344507","6.89163963474531","6.67529727764263","6.44170862076678","6.2330084003414","6.07790728973206","5.970620755015","5.90204544931626","5.88552067165264","5.93990135464842","6.07382479485718","6.262623453464","6.54470243518085","6.86879068174032","7.15191395536331","7.34049558127057","7.43264090564362","7.43422451654206","7.3766873785557","7.31509104367737","7.28119894419678","7.2407955889552","7.2162092439836","7.20652914747208","7.20265264530898","7.19711429986002","7.16081582622965","7.13279132203449","7.10925315373038","7.08802300395765","7.07054810887834","7.03627677059226","7.01418678879801","7.01453595459477","7.05486308836741","7.14477869474651","7.27534849799034","7.45076033990133","7.65210711105287","",
"Bulgaria","BGR","Prevalence of anemia among pregnant women (%)","SH.PRG.ANEM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3","33.7","33.2","32.7","32.2","31.8","31.3","30.9","30.5","30.1","29.7","29.4","29.1","28.8","28.5","28.2","27.9","27.7","27.4","27.2","27.1","27.1","27.2","27.2","27.4","27.6","28","","","",
"Bulgaria","BGR","Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)","SH.UHC.OOPC.10.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.768003","","","8.81388","8.773263","","","","","","13.74836","","","12.84136","","","","","","","","","",
"Bulgaria","BGR","School enrollment, primary, male (% gross)","SE.PRM.ENRR.MA","","","","","","","","","","","","106.553237915039","104.497940063477","102.203788757324","99.9427490234375","96.671028137207","98.4133834838867","100.361976623535","103.078308105469","103.585578918457","101.570213317871","100.793792724609","103.340713500977","104.509803771973","106.398681640625","107.220520019531","104.914100646973","106.048149108887","103.881301879883","102.023918151855","95.5407485961914","94.5265274047852","94.6081314086914","95.3694763183594","95.6338806152344","98.1967315673828","102.13744354248","103.548500061035","104.594116210938","104.813766479492","104.86004","105.79116","104.31185","105.42651","105.78976","103.88529","104.11686","107.47545","109.13821","109.75999","108.4952","103.8302","100.7373","98.46784","97.01369","94.66184","91.55336","","","",
"Bulgaria","BGR","Sex ratio at birth (male births per female births)","SP.POP.BRTH.MF","","","1.058","","","","","1.062","","","","","1.061","","","","","1.061","","","","","1.061","","","","","1.06","","","1.055","","1.052","","","","","1.058","","","","","1.064","","","","","1.057","1.058","1.058","1.059","1.059","1.06","1.06","1.06","1.06","1.06","1.06","","",
"Bulgaria","BGR","SF6 gas emissions (thousand metric tons of CO2 equivalent)","EN.ATM.SF6G.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","0","","","0","","0","","","","","","","","","",
"Burkina Faso","BFA","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","","","","","","","","","","","1.13945759076587","1.26528041801851","1.83664725573796","1.56162884483578","1.92430851176996","1.45151740125567","1.95219949717695","1.84449966059987","1.9489706239559","2.06306727350882","2.31669801365626","2.4446419400541","3.66476006167885","3.16835679849062","5.062258606117","6.29344271359225","5.92053267198164","6.07422853333099","5.70399340509101","1.4233102041235","1.7988825404785","1.66049588238953","1.55278587516624","1.90271825155074","2.64158200818768","3.88343926033557","4.08490779841129","5.26487627509839","6.58887538047395","7.87081782505705","10.565671732271","13.9847047948771","13.9722928275162","12.6390045256905","12.6527342892027","15.04514538232","15.9961472480933","15.0366834691398","","",
"Burkina Faso","BFA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","30100","31600","26500","28700","32500","36200","41900","47200","54700","59800","72800","75800","78200","93200","93400","100200","158400","126600","126200","131500","136600","126600","126600","128500","129500","137500","138400","96600","101600","147200","143529","100286","53236","54475","61364","66273","73131","77810","80543","79345","160000","133709.779171075","125693.696444909","138996","117420","122590","144950","145049","151531","",
"Burkina Faso","BFA","Births attended by skilled health staff (% of total)","SH.STA.BRTC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.5","","","","","","31","","","","37.8","","","53.5","","","","65.9","","","","","79.8","","","","",
"Burkina Faso","BFA","Contributing family workers, female (% of female employment) (modeled ILO estimate)","SL.FAM.WORK.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.4509963989258","70.4410018920898","70.5220031738281","70.6019973754883","70.9729995727539","71.3059997558594","71.5660018920898","71.6449966430664","71.9400024414063","71.765998840332","71.7760009765625","71.8410034179688","72.2379989624023","72.3499984741211","72.4260025024414","72.5559997558594","70.3830032348633","68.0139999389648","65.7679977416992","63.4790000915527","61.3440017700195","58.7220001220703","55.9790000915527","53.3889999389648","53.2220001220703","53.3330001831055","53.185001373291","53.0719985961914","52.951000213623",
"Burkina Faso","BFA","Coverage of social safety net programs (% of population)","per_sa_allsa.cov_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.269212209023","","","","","","","","","","","2.28712048366173","","","","","",
"Burkina Faso","BFA","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",
"Burkina Faso","BFA","Domestic private health expenditure per capita, PPP (current international $)","SH.XPD.PVTD.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.04424347","13.82638457","13.11250813","13.01684347","16.20815924","16.86605524","19.92259782","21.95984386","23.82516579","28.27503055","27.64974827","28.34920705","29.20152331","38.44117553","38.11575528","41.6958666","42.13986746","","","",
"Burkina Faso","BFA","Electricity production from hydroelectric sources (% of total)","EG.ELC.HYRO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Employers, male (% of male employment) (modeled ILO estimate)","SL.EMP.MPYR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10500001907349","1.10000002384186","1.10899996757507","1.1139999628067","1.12800002098083","1.13100004196167","1.12800002098083","1.12899994850159","1.1360000371933","1.12899994850159","1.1360000371933","1.1360000371933","1.14999997615814","1.14999997615814","1.15499997138977","1.15499997138977","1.12100005149841","1.08599996566772","1.05499994754791","1.0349999666214","1.00999999046326","0.976999998092651","0.944000005722046","0.916999995708466","0.922999978065491","0.939000010490417","0.947000026702881","0.952000021934509","0.958999991416931",
"Burkina Faso","BFA","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.0120010375977","76.2190017700195","75.379997253418","74.5970001220703","73.9199981689453","73.2080001831055","72.4720001220703","71.7269973754883","70.8420028686523","69.8649978637695","68.9970016479492","68.1080017089844","67.3310012817383","65.8659973144531","64.4850006103516","63.8489990234375","62.6040000915527","60.7210006713867","58.3129997253418","56.2480010986328","54.1790008544922","52.0410003662109","49.935001373291","48.0379981994629","47.6969985961914","47.8199996948242","47.9039993286133","47.6360015869141","47.3059997558594",
"Burkina Faso","BFA","External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","DT.DOD.DPPG.CD","","","","","","","","","","","20789505.9","23598002.3","20015915.3","31067227.5","47354443.4","62537911.1","85306252","134283149.6","179146283.6","246230060.8","280711178.4","279681119.5","307029883.7","358082422.9","369256869.1","456166856.7","576716543","744114403.2","767369530.6","648150964.3","749566804.9","882637541.1","978860621.5","1068209465.3","1046309728","1143325281.2","1166830714.3","1146188612.8","1291375728.2","1362932334.4","1229222870.1","1316005796.4","1404146127.7","1593200332","1778309362.2","1861389621.1","993556997.3","1257816631.4","1505876831.6","1716058254.2","1931012077","2057463854.9","2217977333.2","2260682291.1","2259939961.9","2339046879.4","2532014155","2835203265.6","3005778479.2","",
